ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCLANPO24N000049564","장소","관광지","75663","장하리사지",,,"60603","유명사적/유적지","4476042024105370000","충청남도","부여군","장암면","장하리","537","4476042024","4476042000","447603259167","의자로","662-16","126.947091316516","36.2357030583453","다바503044","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049565","장소","관광지","75664","김광악정려",,,"60608","고택/생가/민속마을","4476025027103650000","충청남도","부여군","부여읍","가증리","365","4476025027","4476025000",,,,"126.94664614528","36.3039981386171","다바503119","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049566","장소","관광지","75665","천진전",,,"60603","유명사적/유적지","4476042024104500000","충청남도","부여군","장암면","장하리","450","4476042024","4476042000","447604577577","의자로706번길","16-9","126.94894533062","36.2399660069474","다바504048","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049567","장소","관광지","75666","용정리사지",,,"60603","유명사적/유적지","4476025026100350000","충청남도","부여군","부여읍","용정리","35","4476025026","4476025000",,,,"126.951025147675","36.2865228217614","다바507100","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049568","장소","관광지","75667","영인오층석탑",,,"60606","비/탑/문/각","4420037021102350000","충청남도","아산시","영인면","아산리","235","4420037021","4420037000","442004559578","영인로96번길","16-6","126.952134302605","36.8582276363066","다바511734","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049569","장소","관광지","75668","김옥균선생유허지",,,"60603","유명사적/유적지","4420037021104940002","충청남도","아산시","영인면","아산리","494-2","4420037021","4420037000","442004559032","고균길","41","126.955212549507","36.8527247995919","다바514728","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049570","장소","관광지","75669","정흥인묘역",,,"60603","유명사적/유적지","4476025035200300001","충청남도","부여군","부여읍","능산리","산30-1","4476025035","4476025000","447604577110","능안로7번길","20","126.964433650677","36.2767989438136","다바519089","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049571","장소","관광지","75670","정득열묘비",,,"60606","비/탑/문/각","4476025035200300001","충청남도","부여군","부여읍","능산리","산30-1","4476025035","4476025000","447604577110","능안로7번길","20","126.964433650677","36.2767989438136","다바519089","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049572","장소","관광지","75671","공주동원리석탑",,,"60606","비/탑/문/각","4415040022103800001","충청남도","공주시","신풍면","동원리","380-1","4415040022","4415040000",,,,"126.963097401868","36.528732685671","다바519369","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049573","장소","관광지","75672","임강사지",,,"60603","유명사적/유적지","4476025042200740000","충청남도","부여군","부여읍","현북리","산74","4476025042","4476025000",,,,"126.969073824321","36.2451729394325","다바522054","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049574","장소","관광지","75673","귀덕리고인돌",,,"60603","유명사적/유적지","4476043021200090000","충청남도","부여군","세도면","귀덕리","산9","4476043021","4476043000",,,,"126.970190103601","36.1714208982329","다마523972","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049575","장소","관광지","75674","부여모선재",,,"60603","유명사적/유적지","4476025035100080002","충청남도","부여군","부여읍","능산리","8-2","4476025035","4476025000","447604577501","왕릉로324번길","71","126.972198421126","36.2661861654094","다바525077","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049576","장소","관광지","75676","두릉산성",,,"60610","성/성터","4479033023200160000","충청남도","청양군","정산면","백곡리","산16","4479033023","4479033000",,,,"126.976334340541","36.4139991210897","다바530241","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049577","장소","관광지","75677","고간원지",,,"60603","유명사적/유적지","4415025033200260000","충청남도","공주시","유구읍","추계리","산26","4415025033","4415025000",,,,"126.97525863399","36.6246136951862","다바530475","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049578","장소","관광지","75678","석성동헌탱자나무",,,"60603","유명사적/유적지","4476044021107640003","충청남도","부여군","석성면","석성리","764-3","4476044021","4476044000",,,,"126.989083527258","36.2244758698593","다바540031","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049579","장소","관광지","75679","석성동헌",,,"60603","유명사적/유적지","4476044021107630001","충청남도","부여군","석성면","석성리","763-1","4476044021","4476044000","447603259110","석성로","124","126.989365779282","36.2244643628337","다바541031","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049580","장소","관광지","75680","석성향교",,,"60609","서원/향교/서당","4476044021106480000","충청남도","부여군","석성면","석성리","648","4476044021","4476044000","447604577342","석성향교길","18","126.990388206283","36.2280177611574","다바542035","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049581","장소","관광지","75681","함양박씨제실",,,"60608","고택/생가/민속마을","4476025038100200000","충청남도","부여군","부여읍","신정리","20","4476025038","4476025000","447604577009","가배실로668번길","22","126.990943081749","36.3266475353604","다바543144","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049582","장소","관광지","75682","충신신할정려",,,"60608","고택/생가/민속마을","4415040032200280001","충청남도","공주시","신풍면","영정리","산28-1","4415040032","4415040000",,,,"126.990067194576","36.5089816826606","다바543347","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049583","장소","관광지","75683","효자이구상정려",,,"60608","고택/생가/민속마을","4415040032101550000","충청남도","공주시","신풍면","영정리","155","4415040032","4415040000","441504553825","영정길","155-103","126.999020439358","36.5151213776981","다바551353","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049584","장소","관광지","75684","임이정",,,"60603","유명사적/유적지","4423025030100950000","충청남도","논산시","강경읍","황산리","95","4423025030","4423025000","442303251043","금백로","20-8","127.009468074867","36.1548855195487","다마558954","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049585","장소","관광지","75685","죽림서원",,,"60609","서원/향교/서당","4423025030101000011","충청남도","논산시","강경읍","황산리","100-11","4423025030","4423025000","442303251043","금백로","20-3","127.009492947583","36.1552650884189","다마558954","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049586","장소","관광지","75686","공주가척리석탑",,,"60606","비/탑/문/각","4415032028100050001","충청남도","공주시","탄천면","가척리","5-1","4415032028","4415032000","441504554155","청림1길","138","127.01608766862","36.3134290751609","다바565130","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049587","장소","관광지","75688","온양향교",,,"60609","서원/향교/서당","4420011000102090000","충청남도","아산시","읍내동",,"209","4420011000","4420062000","442003015034","외암로","1414-11","127.015807905325","36.762834002011","다바567628","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049588","장소","관광지","75689","화암정",,,"60603","유명사적/유적지","4415039021200390005","충청남도","공주시","사곡면","호계리","산39-5","4415039021","4415039000",,,,"127.020090893867","36.5033202714744","다바570340","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049589","장소","관광지","75690","효자박주은정려",,,"60608","고택/생가/민속마을","4415032031103030000","충청남도","공주시","탄천면","송학리","303","4415032031","4415032000",,,,"127.022344249814","36.3368744285419","다바571156","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049590","장소","관광지","75691","우공로묘비",,,"60606","비/탑/문/각","4415032031200700001","충청남도","공주시","탄천면","송학리","산70-1","4415032031","4415032000",,,,"127.02351735073","36.3410667362513","다바572160","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049591","장소","관광지","75692","온주아문",,,"60603","유명사적/유적지","4420011000101590002","충청남도","아산시","읍내동",,"159-2","4420011000","4420062000","442004559593","온주길","27","127.018470487503","36.7623819028599","다바570628","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049592","장소","관광지","75693","정지산정려",,,"60608","고택/생가/민속마을","4415039021105110000","충청남도","공주시","사곡면","호계리","511","4415039021","4415039000",,,,"127.022269237815","36.5111060582918","다바572349","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049593","장소","관광지","75694","석성수탕석교",,,"60609","서원/향교/서당","4423031027108080000","충청남도","논산시","성동면","원북리","808","4423031027","4423031000",,,,"127.029296448003","36.2308516871747","다바577038","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049594","장소","관광지","75695","효자정이재정려",,,"60608","고택/생가/민속마을","4415032021200740003","충청남도","공주시","탄천면","삼각리","산74-3","4415032021","4415032000",,,,"127.030923548585","36.3375475973026","다바579156","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049595","장소","관광지","75696","산직리지석묘",,,"60603","유명사적/유적지","4476045023105620000","충청남도","부여군","초촌면","산직리","562","4476045023","4476045000",,,,"127.036241650254","36.2529293432289","다바583062","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049596","장소","관광지","75697","남산리입석",,,"60603","유명사적/유적지","4415032027101030011","충청남도","공주시","탄천면","남산리","103-11","4415032027","4415032000",,,,"127.047472776471","36.2855717842854","다바593099","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049597","장소","관광지","75698","천불전",,,"60603","유명사적/유적지","4413132021106380000","충청남도","천안시 동남구","광덕면","광덕리","638","4413132021","4413132000","441314547067","광덕사길","24-14","127.044081025123","36.6760220043457","다바592532","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049598","장소","관광지","75699","오시수신도비",,,"60606","비/탑/문/각","4415038022200360002","충청남도","공주시","우성면","단지리","산36-2","4415038022","4415038000",,,,"127.057129388197","36.4730138418166","다바603306","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049599","장소","관광지","75700","갈산리곰솔",,,"60603","유명사적/유적지","4423032024200260022","충청남도","논산시","광석면","갈산리","산26-22","4423032024","4423032000",,,,"127.062496050629","36.2283850954204","다바606035","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049600","장소","관광지","75701","열녀오씨정려",,,"60608","고택/생가/민속마을","4415038022102250003","충청남도","공주시","우성면","단지리","225-3","4415038022","4415038000",,,,"127.05995030872","36.4730175155865","다바605306","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049601","장소","관광지","75702","연평부원군신도비",,,"60606","비/탑/문/각","4415031022102550000","충청남도","공주시","이인면","만수리","255","4415031022","4415031000","441504553586","상하만길","17-23","127.064502174506","36.4193748823365","다바609247","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049602","장소","관광지","75703","숭선군묘",,,"60603","유명사적/유적지","4415031023200020001","충청남도","공주시","이인면","오룡리","산2-1","4415031023","4415031000",,,,"127.070403461716","36.411003429842","다바614238","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049603","장소","관광지","75704","노강서원",,,"60609","서원/향교/서당","4423032033102270000","충청남도","논산시","광석면","오강리","227","4423032033","4423032000","442304565655","오강길","56-5","127.073208288178","36.2597762674912","다바616070","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049604","장소","관광지","75705","초봉리고인돌",,,"60603","유명사적/유적지","4415031028100460000","충청남도","공주시","이인면","초봉리","46","4415031028","4415031000",,,,"127.0719630599","36.3768330264087","다바616200","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049605","장소","관광지","75706","성주이씨열녀문",,,"60606","비/탑/문/각","4415031023103530000","충청남도","공주시","이인면","오룡리","353","4415031023","4415031000",,,,"127.071765182036","36.4037897166583","다바616230","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049606","장소","관광지","75707","금곡서원",,,"60609","서원/향교/서당","4423025323103470000","충청남도","논산시","연무읍","금곡리","347","4423025323","4423025300","442303255046","왕릉로","170-35","127.084243675944","36.1183338943453","다마625913","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049607","장소","관광지","75708","윤황선생재실",,,"60608","고택/생가/민속마을","4423033029100370000","충청남도","논산시","노성면","장구리","37","4423033029","4423033000","442304565332","명재로287번길","96","127.087269786311","36.2794924934441","다바629092","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049608","장소","관광지","75709","열녀권씨정려",,,"60608","고택/생가/민속마을","4415038028103810000","충청남도","공주시","우성면","내산리","381","4415038028","4415038000",,,,"127.084617022368","36.5066440244016","다바628344","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049609","장소","관광지","75710","김임신도비",,,"60606","비/탑/문/각","4423033031101500001","충청남도","논산시","노성면","호암리","150-1","4423033031","4423033000",,,,"127.087138795316","36.3155779011284","다바629132","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049610","장소","관광지","75711","금곡리전통한옥",,,"60608","고택/생가/민속마을","4423025323101220000","충청남도","논산시","연무읍","금곡리","122","4423025323","4423025300","442304565131","금곡3길","12","127.092948745088","36.1132105949224","다마633907","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049611","장소","관광지","75712","윤창세선생묘소",,,"60603","유명사적/유적지","4423033027200010003","충청남도","논산시","노성면","병사리","산1-3","4423033027","4423033000","442303255014","명재로","474","127.108172715687","36.2854508916327","다바648098","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049612","장소","관광지","75713","곰사당",,,"60609","서원/향교/서당","4415010700104520003","충청남도","공주시","웅진동",,"452-3","4415010700","4415054000","441503015021","백제큰길","2045","127.106320065175","36.4686719946776","다바647301","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049613","장소","관광지","75714","은진향교",,,"60609","서원/향교/서당","4423041026100190000","충청남도","논산시","은진면","교촌리","19","4423041026","4423041000","442304565859","탑정로427번길","14-1","127.11208857589","36.1710070874915","다마651971","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049614","장소","관광지","75715","서혈사지",,,"60603","유명사적/유적지","4415010700102070003","충청남도","공주시","웅진동",,"207-3","4415010700","4415054000",,,,"127.110260330956","36.4440574929292","다바650274","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049615","장소","관광지","75716","웅비탑",,,"60606","비/탑/문/각","4415010700104310000","충청남도","공주시","웅진동",,"431","4415010700","4415054000","441503015021","백제큰길","2110-16","127.11058305311","36.4706594020969","다바651304","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049616","장소","관광지","75717","남혈사지",,,"60603","유명사적/유적지","4415011000103270002","충청남도","공주시","금학동",,"327-2","4415011000","4415055000",,,,"127.11198427901","36.4327601855837","다바652262","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049617","장소","관광지","75718","공주향교",,,"60609","서원/향교/서당","4415010600102110000","충청남도","공주시","교동",,"211","4415010600","4415054000","441504554268","향교1길","26","127.116924947028","36.4582539397708","다바656290","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049618","장소","관광지","75719","만경노씨삼의사생가지",,,"60603","유명사적/유적지","4415038032100940000","충청남도","공주시","우성면","귀산리","94","4415038032","4415038000",,,,"127.121144560437","36.4946406288751","다바660330","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049619","장소","관광지","75720","쌍령산봉수대",,,"60603","유명사적/유적지","4415037036200580023","충청남도","공주시","정안면","인풍리","산58-23","4415037036","4415037000",,,,"127.119539602299","36.6532701023407","다바659506","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049620","장소","관광지","75721","효자최익항정려",,,"60608","고택/생가/민속마을","4415037030100890014","충청남도","공주시","정안면","운궁리","89-14","4415037030","4415037000",,,,"127.121273976259","36.5793540773043","다바661424","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049621","장소","관광지","75722","충령탑",,,"60606","비/탑/문/각","4415010300200060035","충청남도","공주시","중학동",,"산6-35","4415010300","4415051000",,,,"127.124020045739","36.4439906451481","다바663274","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049622","장소","관광지","75723","쌍수정사적비",,,"60606","비/탑/문/각","4415010800100140004","충청남도","공주시","금성동",,"14-4","4415010800","4415054000",,,,"127.125513218625","36.4619615564329","다바664294","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049623","장소","관광지","75724","공주남혈사지",,,"60603","유명사적/유적지","4415011000100930000","충청남도","공주시","금학동",,"93","4415011000","4415055000",,,,"127.126652042371","36.4365365551864","다바665266","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049624","장소","관광지","75725","김옥균선생유허지",,,"60603","유명사적/유적지","4415037021100380000","충청남도","공주시","정안면","광정리","38","4415037021","4415037000",,,,"127.126102182776","36.6157731811113","다바665465","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049625","장소","관광지","75726","노성향교",,,"60609","서원/향교/서당","4423033024103080000","충청남도","논산시","노성면","교촌리","308","4423033024","4423033000","442304565169","노성산성길","54","127.130601295251","36.2821946736687","다바668094","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049626","장소","관광지","75727","명국삼장비",,,"60606","비/탑/문/각","4415010800100100002","충청남도","공주시","금성동",,"10-2","4415010800","4415054000",,,,"127.128620848188","36.4619559406773","다바667294","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049627","장소","관광지","75729","논산명재고택",,,"60608","고택/생가/민속마을","4423033024103060000","충청남도","논산시","노성면","교촌리","306","4423033024","4423033000","442304565169","노성산성길","50","127.131179156649","36.2822291834206","다바668095","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049628","장소","관광지","75731","윤원거묘",,,"60603","유명사적/유적지","4415033037200060001","충청남도","공주시","계룡면","유평리","산6-1","4415033037","4415033000","441504554247","한림정길","34","127.133406420822","36.3554030059954","다바671176","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049629","장소","관광지","75732","영규대사묘",,,"60603","유명사적/유적지","4415033037200050000","충청남도","공주시","계룡면","유평리","산5","4415033037","4415033000",,,,"127.135042885059","36.3562937737901","다바672177","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049630","장소","관광지","75733","공윤전사우",,,"60603","유명사적/유적지","4415033037103330002","충청남도","공주시","계룡면","유평리","333-2","4415033037","4415033000","441504553969","유평양달길","51","127.136256044421","36.3558245276178","다바673176","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049631","장소","관광지","75734","옥녀봉성",,,"60610","성/성터","4415010900200010001","충청남도","공주시","옥룡동",,"산1-1","4415010900","4415056000","441504553974","은개길","16-5","127.134396287372","36.4594191360794","다바672291","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049632","장소","관광지","75735","수원사지",,,"60603","유명사적/유적지","4415010900101110000","충청남도","공주시","옥룡동",,"111","4415010900","4415056000",,,,"127.136019254022","36.4457528057006","다바673276","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049633","장소","관광지","75736","월성산봉수대",,,"60603","유명사적/유적지","4415011600200690000","충청남도","공주시","소학동",,"산69","4415011600","4415056000",,,,"127.141552435241","36.4406734234478","다바678270","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049634","장소","관광지","75737","효부성씨정려비각",,,"60606","비/탑/문/각","4415011500106470000","충청남도","공주시","신기동",,"647","4415011500","4415056000",,,,"127.145811354264","36.4272131326795","다바682255","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049635","장소","관광지","75738","임수택가옥",,,"60608","고택/생가/민속마을","4423036039101170007","충청남도","논산시","연산면","오산리","117-7","4423036039","4423036000","442304565358","백일헌로338번길","17-1","127.148560168249","36.2382241292836","다바684046","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049636","장소","관광지","75739","이삼장군고택",,,"60608","고택/생가/민속마을","4423034031100510003","충청남도","논산시","상월면","주곡리","51-3","4423034031","4423034000","442304565772","주곡길","45","127.151486765298","36.2790893290301","다바687091","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049637","장소","관광지","75740","효자향덕비",,,"60606","비/탑/문/각","4415011600100760007","충청남도","공주시","소학동",,"76-7","4415011600","4415056000",,,,"127.151709226435","36.4461092870618","다바687276","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049638","장소","관광지","75742","김종서유허지",,,"60603","유명사적/유적지","4415036021101380002","충청남도","공주시","의당면","월곡리","138-2","4415036021","4415036000","441504553512","비게실길","20","127.154869288355","36.5312558121754","다바691371","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049639","장소","관광지","75743","직산사산성",,,"60610","성/성터","4413325621200100004","충청남도","천안시 서북구","직산읍","군동리","산10-4","4413325621","4413325600",,,,"127.151097692385","36.9042060354953","다바689784","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049640","장소","관광지","75744","행림서원",,,"60609","서원/향교/서당","4423040021103940001","충청남도","논산시","가야곡면","육곡리","394-1","4423040021","4423040000","442304565740","육곡길","27-1","127.161459729115","36.1343433778911","다마695930","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049641","장소","관광지","75745","육곡리고분군",,,"60603","유명사적/유적지","4423040021200060001","충청남도","논산시","가야곡면","육곡리","산6-1","4423040021","4423040000",,,,"127.164400889221","36.1359855686451","다마698932","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049642","장소","관광지","75746","외성산성",,,"60610","성/성터","4423035024200160002","충청남도","논산시","부적면","외성리","산16-2","4423035024","4423035000",,,,"127.16737205745","36.217502285261","다바701023","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049643","장소","관광지","757465","렌드퍼스픽",,,"60403","항공사/여행사","1111011800100750000","서울특별시","종로구","내수동",,"75","1111011800","1111053000","111104100158","새문안로3길","36","126.97319335644","37.5734000770441","다사534528","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049644","장소","관광지","75747","민익현가옥",,,"60608","고택/생가/민속마을","4413325622101080000","충청남도","천안시 서북구","직산읍","군서리","108","4413325622","4413325600","441334550049","군서3길","17","127.160806082639","36.9014135012115","다바697781","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049645","장소","관광지","75748","백일헌영당",,,"60609","서원/향교/서당","4423034025105340000","충청남도","논산시","상월면","석종리","534","4423034025","4423034000","442304565035","계룡산로297번길","56-11","127.16752268944","36.3158897121778","다바701132","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049646","장소","관광지","75749","이유태유허지",,,"60603","유명사적/유적지","4415011700103390004","충청남도","공주시","상왕동",,"339-4","4415011700","4415056000","441504856832","중동골길","54-7","127.169398022289","36.4432422580338","다바703273","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049647","장소","관광지","757493","태원관광","일로영업소",,"60403","항공사/여행사","4611016000110740003","전라남도","목포시","석현동",,"1074-3","4611016000","4611075600","461103281095","영산로","600","126.422175339482","34.8187973442425","다라014476","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049648","장소","관광지","75750","영남루",,,"60603","유명사적/유적지","4413111000102910004","충청남도","천안시 동남구","삼룡동",,"291-4","4413111000","4413158000",,,,"127.167162791829","36.7838498356875","다바703651","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049649","장소","관광지","75751","삼용동삼층석탑",,,"60606","비/탑/문/각","4413111000102950002","충청남도","천안시 동남구","삼룡동",,"295-2","4413111000","4413158000",,,,"127.168812948203","36.7838246026553","다바704651","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049650","장소","관광지","75752","휴정서원",,,"60609","서원/향교/서당","4423035027100360000","충청남도","논산시","부적면","신풍리","36","4423035027","4423035000","442304565572","신풍길","87","127.178933923818","36.1819261210176","다마711983","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049651","장소","관광지","75753","천안향교",,,"60609","서원/향교/서당","4413111200101900002","충청남도","천안시 동남구","유량동",,"190-2","4413111200","4413153000","441314547767","향교1길","89","127.172876259114","36.8177202659505","다바708688","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049652","장소","관광지","75754","충곡서원지",,,"60603","유명사적/유적지","4423035026200130000","충청남도","논산시","부적면","충곡리","산13","4423035026","4423035000",,,,"127.180086339378","36.2001490391823","다바712003","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049653","장소","관광지","75755","계백장군유적전승지",,,"60603","유명사적/유적지","4423035027200040000","충청남도","논산시","부적면","신풍리","산4","4423035027","4423035000",,,,"127.181846720069","36.195618973044","다마713998","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049654","장소","관광지","75758","모선재",,,"60603","유명사적/유적지","4423036027102930000","충청남도","논산시","연산면","고정리","293","4423036027","4423036000","442304565094","고정1길","34-15","127.186344272814","36.1983179442294","다바718001","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049655","장소","관광지","75759","연산영사재",,,"60603","유명사적/유적지","4423036027102870000","충청남도","논산시","연산면","고정리","287","4423036027","4423036000","442304565094","고정1길","42","127.186590345806","36.1971390772169","다바718000","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049656","장소","관광지","75760","김장생선생묘",,,"60603","유명사적/유적지","4423036027200070004","충청남도","논산시","연산면","고정리","산7-4","4423036027","4423036000",,,,"127.186248718539","36.1868602927817","다마717989","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049657","장소","관광지","75761","갑사팔상전",,,"60603","유명사적/유적지","4415033027100530000","충청남도","공주시","계룡면","중장리","53","4415033027","4415033000",,,,"127.187440263138","36.3662113658551","다바719187","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000049658","장소","관광지","75762","갑사표충원",,,"60603","유명사적/유적지","4415033027100530000","충청남도","공주시","계룡면","중장리","53","4415033027","4415033000",,,,"127.187440263138","36.3662113658551","다바719187","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
